1;8008, -8
2;64000, 64
3;512512, -512
4;4096000, 4096
5;32800768, -32768
6;262144000, 262144
7;2099249152, -2097152
8;16777216000, 16777216
9;134351945728, -134217728
10;1073741824000, 1073741824
11;8598524526592, -8589934592
12;68719476736000, 68719476736
13;550305569701888, -549755813888
14;4.398046511104e+15, 4398046511104
15;3.52195564609208e+16, -35184372088832
16;2.81474976710656e+17, 281474976710656
17;2.25405161349893e+18, -2.25179981368525e+15
18;1.8014398509482e+19, 1.8014398509482e+16
19;1.44259303263932e+20, -1.44115188075856e+17
20;1.15292150460685e+21, 1.15292150460685e+18
lambda;8.00798399201601
